bse_token,bse_tradingsymbol,nse_token,nse_tradingsymbol
136379396,KKCL,,
136364292,KMSUGAR,,
136433156,KNRCON,,
133940996,KOKUYOCMLN,,
136428548,KOLTEPATIL,,
134215684,KOPRAN,,
128063236,KOTAKBANK,,
135756548,KOTHARIPRO,,
138918660,KPITTECH,,
136419588,KPRMILL,,
135888132,KRBL,,
134276612,KREBSBIO,,
136571396,KRIINFRA,,
128063748,KSB,,
136422148,KSCL,,
128060164,KSL,,
136358916,KTKBANK,,
136431876,KUANTUM,,
136580868,L&TFH,,
129556228,LAKPRE,,
138118148,LALPATHLAB,,
151059204,LAMBODHARA,,
134898436,LAOPALA,,
138419716,LASA,,
138296836,LAURUSLABS,,
128064516,LAXMIMACH,,
136196868,LCCINFOTEC,,
136447492,LEHIL,,
138555652,LEMONTREE,,
128064004,LGBBROSLTD,,
136449796,LGBFORGE,,
134808580,LIBERTSHOE,,
128064772,LICHSGFIN,,
139069444,LIKHITHA,,
136098052,LINCOPH,,
135997700,LINCPENQ,,
134004996,LINDEINDIA,,
138237956,LLOYDSTEEL,,
139081476,LODHA,,
136381444,LOKESHMACH,,
136535812,LOVABLE,,
136451076,LPDC,,
128130564,LT,,
138241284,LTI,,
138269444,LTTS,,
132404740,LUMAXIND,,
136395780,LUMAXTECH,,
128065796,LUPIN,,
138122756,LUXIND,,
139078916,LXCHEM,,
128066308,LYKALABS,,
136840196,LYPSAGEMS,,
128133124,M&M,,
136376324,M&MFIN,,
136423940,MAANALU,,
131863812,MADHAV,,
136063236,MADHUCON,,
151074308,MADRASFERT,,
138406404,MAGADHSUGAR,,
134144004,MAGMA,,
136421380,MAGNUM,,
136326404,MAHABANK,,
133986308,MAHAPEXLTD,,
131469828,MAHASTEEL,,
134081028,MAHEPC,,
136385540,MAHINDCIE,,
136272132,MAHLIFE,,
138436612,MAHLOG,,
128068100,MAHSCOOTER,,
128067844,MAHSEAMLES,,
151059972,MAITHANALL,,
136378372,MALUPAPER,,
136430596,MANAKSIA,,
137995268,MANAKSTELTD,,
128068612,MANALIPETC,,
135990532,MANAPPURAM,,
136355076,MANGALAM,,
135682820,MANGCHEFER,,
128552196,MANGLMCEM,,
132097796,MANGTIMBER,,
131396868,MANINDS,,
136491268,MANINFRA,,
129362948,MANUGRAPH,,
133380612,MARALOVER,,
128793860,MARATHON,,
136100356,MARICO,,
134247428,MARKSANS,,
136320004,MARUTI,,
138431748,MASFIN,,
134068228,MASTEK,,
138420228,MATRIMONY,,
133982980,MAWANASUG,,
139064324,MAXHEALTH,,
139065092,MAXINDIA,,
138224644,MAXVIL,,
133695748,MAYURUNIQ,,
134090756,MAZDALTD,,
139068676,MAZDOCK,,
136353028,MBECL,,
136486916,MBLINFRA,,
136410116,MCDHOLDING,,
136359428,MCLEODRUSS,,
136727300,MCX,,
136296452,MEGASOFT,,
136270596,MELSTAR,,
134099972,MENONBE,,
138016260,MEP,,
134716164,MERCATOR,,
131413764,METALFORGE,,
138918404,METROPOLIS,,
128069380,MFSL,,
138228996,MGL,,
136470532,MHRIL,,
136409604,MIC,,
138545924,MIDHANI,,
137974276,MINDACORP,,
136329988,MINDAIND,,
132440068,MINDTECK,,
136401668,MINDTREE,,
128071428,MIRCELECTR,,
134820356,MIRZAINT,,
138057988,MJCO,,
133693700,MMFL,,
131424516,MMTC,,
137995524,MNKALCOLTD,,
137995780,MNKCMILTD,,
128227844,MODIRUBBER,,
129602820,MODISNME,,
136051972,MOHITIND,,
135692036,MOHOTAIND,,
136521220,MOIL,,
134723332,MOLDTEK,,
136468484,MOLDTKPAC,,
137942020,MONTECARLO,,
136350980,MORARJEE,,
128073732,MOREPENLAB,,
132437508,MOTHERSUMI,,
136420356,MOTILALOFS,,
128343812,MOTOGENFIN,,
134732548,MPHASIS,,
136304644,MPSLTD,,
128074244,MRF,,
136288260,MRO-TEK,,
128027908,MRPL,,
136358404,MSPL,,
138904836,MSTC,,
139077124,MTARTECH,,
136783876,MTEDUCARE,,
128027652,MTNL,,
128117764,MUKANDLTD,,
136283396,MUKTAARTS,,
133135108,MUNJALAU,,
133131012,MUNJALSHOW,,
131849476,MURUDCERA,,
136549892,MUTHOOTFIN,,
131012100,MUTHTFN,,
134325508,NACLIND,,
138218756,NAGARFERT,,
136421124,NAGREEKCAP,,
133403908,NAGREEKEXP,,
136435716,NAHARCAP,,
132898820,NAHARINDUS,,
133988100,NAHARPOLY,,
128075780,NAHARSPING,,
138436356,NAM-INDIA,,
134352900,NATCOPHARM,,
137546500,NATHBIOGEN,,
136251908,NATIONALUM,,
136390916,NAUKRI,,
136321028,NAVINFLUOR,,
138068996,NAVKARCORP,,
130301188,NAVNETEDUL,,
139079684,NAZARA,,
136783108,NBCC,,
131333892,NBVENTURES*,,
128075268,NCC,,
128555012,NCLIND,,
136356100,NDL,,
139062788,NDRAUTO,,
136327428,NDTV,,
136861444,NECCLTD,,
136358148,NECLIFE,,
136413188,NELCAST,,
129052676,NELCO,,
138922244,NEOGEN,,
129370884,NESCO,,
128202244,NESTLEIND,,
136396292,NETWORK18,,
134286852,NEULANDLAB,,
138470404,NEWGEN,,
136298500,NEXTMEDIA,,
134049284,NFL,,
138125060,NH,,
136473092,NHPC,,
138436868,NIACL,,
137077252,NIBL,,
128077828,NIITLTD,,
135776516,NILA,,
138811140,NILASPACES,,
133986564,NILKAMAL,,
129038852,NIPPOBATRY,,
136444420,NIRAJ,,
136376836,NITCO,,
136410628,NITINFIRE,,
136370692,NITINSPIN,,
132990468,NKIND,,
131502852,NLCINDIA,,
134750980,NMDC,,
128186884,NOCIL,,
136315140,NOIDATOLL,,
128172036,NOVARTIND,,
132116996,NRAGRINDQ,,
135773956,NRBBEARING,,
136257540,NSIL,,
136419076,NTL,,
136334084,NTPC,,
135989508,NUCLEUS,,
139075588,NURECA,,
128048388,NXTDIGITAL,,
128019972,OAL,,
136517892,OBEROIRLTY,,
136311300,OFSS,,
136475140,OIL,,
136304388,OLECTRA,,
133125380,OMAXAUTO,,
136417284,OMAXE,,
135959556,OMINFRAL,,
136609796,ONELIFECAP,,
128079876,ONGC,,
136433668,ONMOBILE,,
132489220,ONWARDTEC,,
135714564,OPTIEMUS,,
136292100,OPTOCIRCUI,,
131232260,ORBTEXP,,
134239236,ORCHIDPHAR,,
131358980,ORICON,,
129249028,ORIENTABRA,,
136401156,ORIENTALTL,,
135773444,ORIENTBELL,,
137153028,ORIENTCEM,,
129684228,ORIENTCQ,,
138573060,ORIENTELEC,,
128080388,ORIENTHOT,,
134739204,ORIENTLTD,,
128619524,ORIENTPPR,,
136723460,ORIENTREF,,
151062020,ORISSAMINE,,
137987844,ORTEL,,
138057476,ORTINLAABS,,
128081156,OSWALAGRO,,
132410884,PAEL,,
136403716,PAGEIND,,
136422404,PAISALO,,
138405892,PALASHSEC,,
136325380,PALRED,,
136025348,PANACEABIO,,
134353924,PANAMAPET,,
135822084,PARACABLES,,
138211588,PARAGMILK,,
136391684,PARSVNATH,,
135966724,PATELENG,,
134753540,PATINTLOG,,
131667460,PATSPINLTD,,
136365060,PBAINFRA,,
136911108,PCJEWELLER,,
138184964,PDMJEPAPER,,
137914884,PDSMFL,,
133954564,PEARLPOLY,,
128077316,PEL,,
131386372,PENIND,,
128775940,PENINLAND,,
136493828,PERSISTENT,,
136325636,PETRONET,,
136399364,PFC,,
128174084,PFIZER,,
136383492,PFOCUS,,
136536068,PFS,,
136596740,PGEL,,
128117508,PGHH,,
128032260,PGHL,,
136398852,PGIL,,
129687044,PHILIPCARB,,
128793604,PHOENIXLTD,,
128084740,PIDILITIND,,
134052356,PIIND,,
138210052,PILANIINVS,,
128083716,PILITA,,
136161028,PIONDIST,,
131660804,PIONEEREMB,,
131460868,PITTIENG,,
134053892,PLASTIBLEN,,
136310020,PNB,,
136285700,PNBGILTS,,
138284292,PNBHOUSING,,
136291076,PNC,,
138022404,PNCINFRA,,
134289924,PODARPIGQ,,
134048772,PODDAR,,
136316420,POKARNA,,
138918916,POLYCAB,,
136132612,POLYMED,,
134157060,POLYPLEX,,
136309764,PONNIERODE,,
136421892,POWERGRID,,
139055876,POWERINDIA,,
138061316,POWERMECH,,
136431108,PPAP,,
138927108,PPL,,
136126980,PRAENG,,
133684484,PRAJIND,,
129541636,PRAKASH,,
136509188,PRAKASHSTL,,
138470660,PRAXIS,,
138146820,PRECAM,,
134025988,PRECWIRE,,
134719236,PREMEXPLQ,,
128138244,PREMIER,,
131674628,PREMIERPOL,,
130323716,PRESSMN,,
136518148,PRESTIGE,,
138315012,PRICOLLTD,,
128086276,PRIMESECU,,
138984196,PRINCEPIPE,,
135709956,PRIVISCL,,
151054596,PROSEED,,
136876804,PROZONINTU,,
128086532,PRSMJOHNSN,,
136523524,PSB,,
138379268,PSPPROJECT,,
136326148,PTC,,
130360324,PTL,,
129694212,PUNJABCHEM,,
136369412,PUNJLLOYD,,
136420100,PURVA,,
136368388,PVR,,
138234372,QUESS,,
138157572,QUICKHEAL,,
151057924,RADAAN,,
136319236,RADICO,,
138333700,RADIOCITY,,
139075844,RAILTEL,,
128086788,RAIN,,
136064004,RAJESHEXPO,,
132485636,RAJGLOWIR,,
136471812,RAJOIL,,
135858948,RAJRAYON,,
128090628,RAJSREESUG,,
136403460,RAJTV,,
128090884,RALLIS,,
128091140,RAMANEWS,,
138063108,RAMASTEEL,,
128066564,RAMCOCEM,,
136286468,RAMCOIND,,
136286724,RAMCOSYS,,
136515076,RAMKY,,
129917444,RANASUG,,
136444932,RANEENGINE,,
129484804,RANEHOLDIN,,
133148420,RATNAMANI,,
128084484,RAYMOND,,
136444676,RBL,,
138256644,RBLBANK,,
134202884,RCF,,
136374276,RCOM,,
136436484,RECLTD,,
136398084,REDINGTON,,
136418308,REFEX,,
135812356,RELAXO,,
128028420,RELCAPITAL,,
138421508,RELHOME,,
128083204,RELIANCE,,
136426244,RELIGARE,,
128099844,RELINFRA,,
135915268,REMSONSIND,,
136363524,RENUKA,,
137042436,REPCOHOME,,
136367876,REPRO,,
129410308,RESPONIND,,
129374212,REVATHI,,
136428292,RGL,,
133122052,RICOAUTO,,
134001924,RIIL,,
138638340,RITES,,
136523268,RKDL,,
136326916,RKFORGE,,
136369156,RMCL,,
136361220,RML,,
136475396,RNAVAL,,
136370948,ROHLTD,,
128626692,ROLLT,,
128093700,ROLTA,,
139062532,ROSSARI,,
136491012,ROSSELLIND,,
139066372,ROUTE,,
136443652,RPGLIFE,,
136432388,RPOWER,,
136520708,RPPINFRA,,
138837252,RPSGVENT,,
132466436,RSSOFTWARE,,
128089604,RSWM,,
136380164,RSYSTEMINT,,
136856836,RTNINDIA,,
136479236,RTNPOWER,,
128811268,RUBYMILLS,,
130309124,RUCHINFRA,,
136392964,RUCHIRA,,
128094212,RUCHISOYA,,
136589316,RUPA,,
136568324,RUSHIL,,
139072260,RVHL,,
138918148,RVNL,,
132421892,S&SPOWER,,
135921412,SABTN,,
136373764,SADBHAV,,
138072580,SADBHIN,,
133894404,SAFARIND,,
128535044,SAGCEM,,
128028932,SAIL,,
129872644,SAKHTISUG,,
151053060,SAKSOFT,,
136374532,SAKUMA,,
138404356,SALASAR,,
151054340,SALONACOT,,
136346628,SALSTEEL,,
132367108,SALZER,,
130977284,SAMBHAAV,,
134841604,SANDESH,,
138537732,SANDHAR,,
131643908,SANGAMIND,,
134789380,SANGHIIND,,
135698692,SANGHVIMOV,,
128172548,SANOFI,,
132930564,SANWARIA,,
129181188,SARDAEN,,
136233732,SAREGAMA,,
134882564,SARLAPOLY,,
136361732,SASKEN,,
136514308,SASTASUNDR,,
138035460,SATIA,,
138087428,SATIN,,
139024900,SBICARD,,
138424068,SBILIFE,,
128028676,SBIN,,
145921284,SCAPDVR,,
138048516,SCFL,,
129482244,SCHAEFFLER,,
138367236,SCHAND,,
136739588,SCHNEIDER,,
134041092,SCI,,
129923588,SDBL,,
134862596,SEAMECLTD,,
131113220,SECURKLOUD,,
135699204,SELAN,,
136857092,SEPOWER,,
131207428,SEQUENT,,
128627204,SESHAPAPER,,
129299204,SETCO,,
136602884,SETUINFRA,,
134226948,SEYAIND,,
138291972,SFL,,
136378884,SGL,,
136046340,SHAKTIPUMP,,
138444036,SHALBY,,
130527748,SHALPAINTS,,
138348804,SHANKARA,,
133640708,SHANTIGEAR,,
137114116,SHARDA,,
137898500,SHARDACROP,,
138425604,SHAREINDIA,,
137903364,SHEMAROO,,
138983684,SHIL,,
135820548,SHILPAMED,,
136390660,SHIVAMAUTO,,
138486020,SHIVAMILLS,,
130843652,SHIVTEX,,
138099204,SHK,,
136355332,SHOPERSTOP,,
128558084,SHREDIGCEM,,
128099076,SHREECEM,,
138069508,SHREEPUSHK,,
136271364,SHREERAMA,,
132100100,SHREYANIND,,
133158660,SHREYAS,,
136319492,SHRIRAMCIT,,
136433924,SHRIRAMEPC,,
132457220,SHYAMTEL,,
136451588,SICAGEN,,
133142020,SICAL,,
128140804,SIEMENS,,
131105540,SIGNETIND,,
135684356,SIL,,
133425668,SILINV,,
138173956,SIMBHALS,,
134102532,SIMPLEXINF,,
128701956,SINTEX,,
138407172,SINTEXPLAST,,
138412292,SIS,,
136395524,SITINET,,
128975620,SIYSIL,,
136500740,SJVN,,
128120836,SKFINDIA,,
138204420,SKIL,,
137871876,SKIPPER,,
136228612,SKMEGGPROD,,
136299268,SMARTLINK,,
139075332,SMCGLOBAL,,
129329156,SMLISUZU,,
131433988,SMPL,,
138413828,SMSLIFE,,
136400644,SMSPHARMA,,
137890564,SNOWMAN,,
136392708,SOBHA,,
138634244,SOLARA,,
136377604,SOLARINDS,,
136076292,SOMANYCERA,,
133384708,SOMATEX,,
136448260,SOMICONV,,
136248580,SONATSOFTW,,
136365828,SORILINFRA,,
134314756,SOTL,,
136247812,SOUTHBANK,,
138252292,SPAL,,
138946308,SPANDANA,,
136415236,SPARC,,
136812804,SPECIALITY,,
138838276,SPENCER,,
133396996,SPENTEX,,
151047684,SPIC,,
128072964,SPICEJET,,
136358660,SPLIL,,
128102916,SPMLINFRA,,
137113860,SREEL,,
134081540,SREINFRA,,
128974340,SRF,,
136407556,SRHHYPOLTD,,
131482884,SRIPIPES,,
130871812,SRTRANSFIN,,
131395076,SSWL,,
136327940,STAR,,
138387204,STARCEMENT,,
132101636,STARPAPER,,
131207940,STCINDIA,,
136895492,STEELXIND,,
136528900,STEL,,
135874308,STERTOOLS,,
136287748,STLTECH,,
139074564,STOVEKRAFT,,
136281092,SUBEX,,
132395012,SUBROS,,
129703684,SUDARSCHEM,,
131638020,SUMEETINDS,,
138987524,SUMICHEM,,
136526340,SUMMITSEC,,
133134340,SUNCLAYLTD,,
136490500,SUNDARAM,,
151058180,SUNDARMFIN,,
151058436,SUNDRMBRAK,,
128103172,SUNDRMFAST,,
128103428,SUNFLAG,,
134327044,SUNPHARMA,,
131117828,SUNTECK,,
136379652,SUNTV,,
133960452,SUPERHOUSE,,
133422084,SUPERSPIN,,
128103684,SUPPETRO,,
136322308,SUPRAJIT,,
130542084,SUPREMEIND,,
136524292,SURANASOL,,
132487684,SURANAT&P,,
133427204,SURYALAXMI,,
128086020,SURYAROSNI,,
139079428,SURYODAY,,
136392196,SUTLEJTEX,,
135741188,SUVEN,,
139024388,SUVENPHAR,,
139079940,SUVIDHAA,,
136362756,SUZLON,,
128847364,SWANENERGY,,
128104196,SWARAJENG,,
136205060,SWELECTES,,
138946564,SWSOLAR,,
132450564,SYMPHONY,,
136488196,SYNCOM,,
138052612,SYNGENE,,
129992964,TAINWALCHM,,
136291844,TAJGVK,,
136419844,TAKE,,
129320964,TALBROAUTO,,
136394244,TANLA,,
136380932,TANTIACONS,,
136499972,TARAPUR,,
139071748,TARC,,
136414468,TARMAT,,
132887300,TASTYBIT,,
128197124,TATACHEM,,
136269060,TATACOFFEE,,
128123652,TATACOMM,,
128204804,TATACONSUM,,
128104452,TATAELXSI,,
128333060,TATAINVEST,,
131439108,TATAMETALI,,
128145924,TATAMOTORS,,
145920260,TATAMTRDVR,,
128102404,TATAPOWER,,
128120324,TATASTEEL,,
128014084,TATASTLBSL,,
131330564,TATASTLLP,,
136798468,TBZ,,
136281348,TCI,,
136548612,TCIDEVELOP,,
138294276,TCIEXP,,
128317956,TCIFINANCE,,
138675204,TCNSBRANDS,,
133965060,TCPLPACK,,
136330244,TCS,,
136589572,TDPOWERSYS,,
138152452,TEAMLEASE,,
134803460,TECHIN,,
136385284,TECHM,,
138788100,TECHNOE,,
138392324,TEJASNET,,
136699396,TERASOFT,,
129382404,TEXINFRA,,
136489988,TEXMOPIPES,,
136531460,TEXRAIL,,
134822404,TFCILTD,,
136399876,TFL,,
136408324,TGBHOTELS,,
136488452,THANGAMAYL,,
136031492,THEBYKE,,
135685892,THEINVEST,,
135730948,THEMISMED,,
128105220,THERMAX,,
128105732,THOMASCOOK,,
136688900,THOMASCOTT,,
138206980,THYROCARE,,
129844484,TI,,
151041284,TIDEWATER,,
136397828,TIIL,,
138435076,TIINDIA,,
136609028,TIJARIA,,
129330180,TIL,,
130959108,TIMESGTY,,
136411140,TIMETECHNO,,
133660932,TIMKEN,,
129271300,TINPLATE,,
136288004,TIPSINDLTD,,
128105476,TIRUMALCHM,,
128029188,TITAN,,
138293764,TMRVL,,
128198916,TNPETRO,,
136045060,TNPL,,
133995268,TNTELE,,
128107012,TOKYOPLAST,,
128107524,TORNTPHARM,,
136391428,TORNTPOWER,,
134804996,TPLPLAST,,
136586244,TREEHOUSE,,
138811652,TREJHARA,,
128064260,TRENT,,
129498628,TRF,,
133392388,TRIDENT,,
132495876,TRIGYN,,
136429572,TRIL,,
136615684,TRITURBINE,,
136283140,TRIVENI,,
129983236,TTKHEALTH,,
132481540,TTKPRESTIG,,
131620356,TTL,,
136286980,TTML,,
136396804,TV18BRDCST,,
136323332,TVSELECT,,
136279812,TVSMOTOR,,
130366212,TVSSRICHAK,,
136323844,TVTODAY,,
138261252,TVVISION,,
136439300,TWL,,
136314372,UBL,,
128118788,UCALFUEL,,
136321284,UCOBANK,,
128037892,UFLEX,,
138020100,UFO,,
135772932,UGARSUGAR,,
136612868,UJAAS,,
138207748,UJJIVAN,,
138983428,UJJIVANSFB,,
136329732,ULTRACEMCO,,
128059140,UMANGDAIR,,
136293892,UMESLTD,,
129712644,UNICHEMLAB,,
133635588,UNIDT,,
136314116,UNIONBANK,,
128109828,UNIPHOS,,
136302596,UNITDSPR,,
130016772,UNITECH,,
129078276,UNIVCABLES,,
138990852,UNIVPHOTO,,
131089924,UPL,,
134908676,URJAGLOBA,,
132389380,USHAMART,,
139068932,UTIAMC,,
131383300,UTTAMSTL,,
136378628,UTTAMSUGAR,,
136413956,V2RETAIL,,
132903940,VADILALIND,,
136231940,VAIBHAVGBL,,
130926340,VAKRANGEE,,
138277124,VALIANTORG,,
131628804,VARDMNPOLY,,
138643972,VARROC,,
136487940,VASCONEQ,,
136595460,VASWANI,,
138286084,VBL,,
128075524,VEDL,,
133954820,VENKYS,,
134899972,VENUSREM,,
133148932,VESUVIUS,,
138068740,VETO,,
137681924,VFL,,
136435972,VGUARD,,
128112388,VHL,,
134091780,VICEROY,,
130915588,VIDEOIND,,
136119556,VIDHIING,,
135926020,VIKASECO,,
138919684,VIKASLIFE,,
136068612,VIKASPROP,,
132942596,VIKASWSP,,
134244868,VIMTALABS,,
134195204,VINATIORGA,,
132355844,VINDHYATEL,,
134177028,VINYLINDIA,,
136348932,VIPCLOTHNG,,
130017284,VIPIND,,
131001860,VIPUL,,
130318084,VISAKAIND,,
136376580,VISASTEEL,,
137881092,VISHAL,,
132114436,VISHNU,,
138970116,VISHWARAJ,,
129573380,VIVIDHA,,
136360964,VIVIMEDLAB,,
192169220,VLIFE-RE,,
130901252,VLSFINANCE,,
136953860,VMART,,
136385796,VOLTAMP,,
128147204,VOLTAS,,
138014212,VRLLOG,,
136804356,VSSL,,
130551300,VSTIND,,
136004100,VSTTILLERS,,
128764420,VTL,,
136516868,WABAG,,
136453892,WABCOINDIA,,
129896964,WALCHANNAG,,
134198276,WANBURY,,
134056964,WATERBASE,,
132479492,WEBELSOLAR,,
133890820,WEIZMANIND,,
136228868,WELCORP,,
136333572,WELENT,,
136512516,WELINV,,
131625476,WELSPUNIND,,
129385476,WENDT,,
129416452,WESTLIFE,,
151058692,WHEELS,,
128060932,WHIRLPOOL,,
132921348,WILLAMAGOR,,
133639428,WINDMACHIN,,
129967364,WIPRO,,
136268804,WOCKPHARMA,,
137796612,WONDERLA,,
129080324,WSIND,,
128113668,WSTCSTPAPR,,
136349700,XCHANGING,,
138845956,XELPMOC,,
151043332,XPROINDIA,,
136581124,YAARII,,
136357892,YESBANK,,
129417476,ZEEL,,
136521476,ZEELEARN,,
136395268,ZEEMEDIA,,
131213572,ZENITHEXPO,,
129041156,ZENSARTECH,,
136534788,ZENTEC,,
133417732,ZODIACLOTH,,
131222276,ZODJRDMKJ,,
136893956,ZUARI,,
128199684,ZUARIGLOB,,
136021764,ZYDUSWELL,,
